Log10PValue	Tissue.Specific.Genes	fold.change	samples	Tissue	pvalue	zScore	p.adjust
2.51166022506936	15	2.23291969761803	5	Adipose Tissue	0.00307850437363495	2.95978837063999	0.0262611923879048
0.792844303069733	14	1.34508947521851	3	Adrenal Gland	0.161122316390275	1.40130690784961	0.387158747769718
0.0610612514650618	5	0.67361823280097	3	Appendix	0.868837882607902	0.165134799949218	0.999997574095176
0.0624986599451942	8	0.725279179978187	4	Bone Marrow	0.865966995375234	0.168783426053234	0.999997574095176
0.0349965552306029	3	0.535900727428327	4	Breast	0.922578744904712	0.0971859255653588	0.999997574095176
4.69903332955865	93	1.53612640019695	3	Cerebral Cortex	1.99970839783276e-05	4.26492335027524	0.000699897939241465
2.69760564627711	15	2.33376123234917	2	Cervix, uterine	0.00200629298073874	3.08929916915387	0.0234067514419519
0.0456137515234807	4	0.606680068786785	13	Colon	0.900297923527251	0.125285004235423	0.999997574095176
1.0946989253346	19	1.41856074907498	2	Duodenum	0.080408335982929	1.748321710126	0.309468332725881
0.930745812284023	8	1.63495137181523	5	Endometrium	0.117288163923506	1.56625827931796	0.373189612483884
9.35069676530418e-06	1	0.0956965584693441	3	Esophagus	0.999978469456805	2.6984534174183e-05	0.999997574095176
0.490225341508787	21	1.12289620270459	5	Fallopian Tube	0.323425798088436	0.987442418521583	0.59578436489975
0.802331261712263	9	1.47646118781274	3	Gallbladder	0.157640839245053	1.41305062552595	0.387158747769718
0.651758659561629	11	1.30675300530553	4	Heart Muscle	0.222967385019488	1.21867548799739	0.487741154730131
0.606369706416327	17	1.20577663671374	9	Kidney	0.247531397399995	1.15636620829654	0.503178295870164
1.32371221375682	25	1.42864530416319	10	Liver	0.0474556346953687	1.98221095848139	0.233565508048421
1.30308441618795	13	1.66756343375304	9	Lung	0.049764034650818	1.9619866833972	0.233565508048421
1.05345182920427	15	1.47045931306553	5	Lymph Node	0.0884195236359661	1.70379429792083	0.309468332725881
0.182340294452185	5	0.8998333109804	3	Ovary	0.657142726833096	0.443861492152355	0.999997574095176
3.08166776703947	10	3.30349763483215	2	Pancreas	0.000828575777372912	3.34306805183626	0.014500076104026
0.780087708792559	19	1.27630953189755	8	Placenta	0.165925177615593	1.38541640494269	0.387158747769718
0.809727981306943	11	1.41856074907498	9	Prostate	0.154978701816832	1.42216381098349	0.387158747769718
0.0765386486253455	5	0.709280374537492	4	Rectum	0.838419462887714	0.203915588846653	0.999997574095176
0.0531112263428496	2	0.548080289415334	3	Salivary Gland	0.884888953562404	0.144774452597304	0.999997574095176
0.349952095541961	8	1.09616057883067	3	Seminal Vesicle	0.446732865896043	0.760873101948816	0.781782515318076
0.114465625780215	11	0.836816593302908	5	Skeletal Muscle	0.768306264380171	0.294591096608457	0.999997574095176
1.71569591922459e-06	4	0.208341535501293	3	Skin	0.999996049471956	4.95125264773983e-06	0.999997574095176
0.587073639296065	17	1.19523048537222	4	Small Intestine	0.258777409304656	1.12928551511806	0.503178295870164
2.42578359869755	10	2.70961041958143	3	Smooth Muscle	0.00375159891255783	2.89832643547995	0.0262611923879048
0.0812822958028051	10	0.780437952565525	5	Spleen	0.829311531401391	0.215584637910846	0.999997574095176
0.292224456907268	7	1.04202919222175	4	Stomach	0.510241223269943	0.658462130520549	0.850402038783238
1.05355835665995e-06	53	0.589812291147466	10	Testis	0.999997574095176	3.04042081187198e-06	0.999997574095176
1.27256934892761	17	1.53544590442948	5	Thyroid Gland	0.053386401839639	1.93178213643076	0.233565508048421
0.00997021624669246	3	0.415785047142667	5	Tonsil	0.977304241817414	0.0284487515331331	0.999997574095176
0.031082739027184	1	0.382786233877376	2	Urinary Bladder	0.930930503603787	0.0866741761424357	0.999997574095176
