ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count	method
hsa04925	Aldosterone synthesis and secretion	6/89	98/8265	0.0612244897959184	5.68562256363219	4.86820410921595	0.000626469391531337	0.129052694655455	0.127931644165347	775/490/3777/108/747/51305	6	KEGG
hsa04010	MAPK signaling pathway	9/89	297/8265	0.0303030303030303	2.81409601634321	3.32187700072149	0.00452106801876419	0.23665763295475	0.234601843603584	2250/775/4208/4293/10125/2066/777/4915/2122	9	KEGG
hsa05217	Basal cell carcinoma	4/89	63/8265	0.0634920634920635	5.89620117710005	4.06995270390021	0.00461371129958135	0.23665763295475	0.234601843603584	5727/6934/7482/1643	4	KEGG
hsa05224	Breast cancer	6/89	148/8265	0.0405405405405405	3.76480412997267	3.54092860640954	0.00511219563341808	0.23665763295475	0.234601843603584	2099/2250/2100/6934/7482/1643	6	KEGG
hsa04020	Calcium signaling pathway	8/89	253/8265	0.0316205533596838	2.93644801705378	3.26373846212095	0.00574411730472694	0.23665763295475	0.234601843603584	2915/2250/775/490/108/2066/777/4915	8	KEGG
hsa04724	Glutamatergic synapse	5/89	116/8265	0.0431034482758621	4.00280898876404	3.39800692125873	0.00813146631654624	0.279180343534754	0.27675516937017	2915/775/2899/108/2913	5	KEGG
hsa04916	Melanogenesis	4/89	101/8265	0.0396039603960396	3.677828457003	2.8249558024706	0.0232566896375897	0.553680002094957	0.548870313778343	108/6934/7482/7299	4	KEGG
hsa04972	Pancreatic secretion	4/89	101/8265	0.0396039603960396	3.677828457003	2.8249558024706	0.0232566896375897	0.553680002094957	0.548870313778343	5874/490/108/391013	4	KEGG
hsa04934	Cushing syndrome	5/89	155/8265	0.032258064516129	2.99565059804277	2.61673440599944	0.0256079378505334	0.553680002094957	0.548870313778343	775/3777/108/6934/7482	5	KEGG
hsa04514	Cell adhesion molecule (CAM) interaction	5/89	157/8265	0.0318471337579618	2.95748944392757	2.58352162508571	0.0268776700046096	0.553680002094957	0.548870313778343	257194/4684/1002/22871/9378	5	KEGG
hsa04927	Cortisol synthesis and secretion	3/89	65/8265	0.0461538461538462	4.28608470181504	2.77490565443992	0.0326576853411941	0.584565071682646	0.57948709201039	775/3777/108	3	KEGG
hsa04024	cAMP signaling pathway	6/89	225/8265	0.0266666666666667	2.47640449438202	2.34254697988883	0.0340523342727755	0.584565071682646	0.57948709201039	1813/775/5727/490/5142/108	6	KEGG
hsa00350	Tyrosine metabolism	2/89	36/8265	0.0555555555555556	5.15917602996255	2.60918418167821	0.0570378843055979	0.59906010827037	0.593856213614981	125/7299	2	KEGG
hsa05216	Thyroid cancer	2/89	37/8265	0.0540540540540541	5.01973883996356	2.55664998090739	0.0598857392318495	0.59906010827037	0.593856213614981	6934/1643	2	KEGG
hsa05207	Chemical carcinogenesis - receptor activation	5/89	196/8265	0.0255102040816327	2.36900940151341	2.02369158011739	0.0598892051721786	0.59906010827037	0.593856213614981	2099/2250/775/2100/108	5	KEGG
hsa04082	Neuroactive ligand signaling	5/89	197/8265	0.0253807106598985	2.35698397307934	2.01115064626433	0.0609476738598692	0.59906010827037	0.593856213614981	1813/2915/2899/108/2913	5	KEGG
hsa04723	Retrograde endocannabinoid signaling	4/89	140/8265	0.0285714285714286	2.65329052969502	2.05835949561619	0.0639562589933733	0.59906010827037	0.593856213614981	2915/775/108/747	4	KEGG
hsa04936	Alcoholic liver disease	4/89	140/8265	0.0285714285714286	2.65329052969502	2.05835949561619	0.0639562589933733	0.59906010827037	0.593856213614981	7099/7187/6934/125	4	KEGG
hsa05205	Proteoglycans in cancer	5/89	200/8265	0.025	2.32162921348315	1.97397731729219	0.0641871838807795	0.59906010827037	0.593856213614981	7099/2099/5727/2066/7482	5	KEGG
hsa04911	Insulin secretion	3/89	86/8265	0.0348837209302326	3.23948262346485	2.17804342716977	0.0652672614939694	0.59906010827037	0.593856213614981	775/27445/108	3	KEGG
hsa05210	Colorectal cancer	3/89	86/8265	0.0348837209302326	3.23948262346485	2.17804342716977	0.0652672614939694	0.59906010827037	0.593856213614981	1630/6934/1643	3	KEGG
hsa05202	Transcriptional misregulation in cancer	5/89	201/8265	0.0248756218905473	2.31007881938622	1.9617330579412	0.0652883629242114	0.59906010827037	0.593856213614981	5079/4208/64919/1643/3207	5	KEGG
hsa04550	Signaling pathways regulating pluripotency of stem cells	4/89	144/8265	0.0277777777777778	2.57958801498127	1.9949868477562	0.0694361403099883	0.59906010827037	0.593856213614981	5080/463/91/7482	4	KEGG
hsa04540	Gap junction	3/89	89/8265	0.0337078651685393	3.13028657997727	2.10805680561173	0.0708091806680299	0.59906010827037	0.593856213614981	1813/2915/108	3	KEGG
hsa05226	Gastric cancer	4/89	149/8265	0.0268456375838926	2.49302465877385	1.9187076706731	0.0766171559680729	0.59906010827037	0.593856213614981	2250/6934/7482/1643	4	KEGG
hsa04970	Salivary secretion	3/89	93/8265	0.032258064516129	2.99565059804277	2.01921013796917	0.0785175870063106	0.59906010827037	0.593856213614981	490/108/727897	3	KEGG
hsa05222	Small cell lung cancer	3/89	93/8265	0.032258064516129	2.99565059804277	2.01921013796917	0.0785175870063106	0.59906010827037	0.593856213614981	2272/7187/1643	3	KEGG
hsa01522	Endocrine resistance	3/89	95/8265	0.0315789473684211	2.93258426966292	1.97655512385948	0.0825046925845091	0.599147938149076	0.59394328053613	2099/2100/108	3	KEGG
