ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count	method
hsa04724	Glutamatergic synapse	5/44	116/8265	0.0431034482758621	8.09659090909091	5.63100320680371	0.000350428007825657	0.0310753680248812	0.0252766151398555	775/2903/108/2913/22941	5	KEGG
hsa04971	Gastric acid secretion	4/44	76/8265	0.0526315789473684	9.88636363636364	5.69343818651536	0.00067832957442036	0.0310753680248812	0.0252766151398555	108/483/3773/481	4	KEGG
hsa04911	Insulin secretion	4/44	86/8265	0.0465116279069767	8.73678646934461	5.27617146348109	0.00108023823163756	0.0310753680248812	0.0252766151398555	775/108/483/481	4	KEGG
hsa04024	cAMP signaling pathway	6/44	225/8265	0.0266666666666667	5.00909090909091	4.46034351538583	0.00113098804989316	0.0310753680248812	0.0252766151398555	1813/775/2903/108/483/481	6	KEGG
hsa04976	Bile secretion	4/44	88/8265	0.0454545454545455	8.53822314049587	5.20082804030236	0.00117709727366974	0.0310753680248812	0.0252766151398555	108/483/366/481	4	KEGG
hsa04022	cGMP-PKG signaling pathway	5/44	165/8265	0.0303030303030303	5.69214876033058	4.45379684859171	0.00172747324091797	0.033083459625098	0.0269099910826156	775/108/483/481/4208	5	KEGG
hsa04925	Aldosterone synthesis and secretion	4/44	98/8265	0.0408163265306122	7.6669758812616	4.85701911269611	0.00175442588920974	0.033083459625098	0.0269099910826156	775/108/483/481	4	KEGG
hsa05030	Cocaine addiction	3/44	49/8265	0.0612244897959184	11.5004638218924	5.3930627823291	0.00218652543409343	0.0360776696625415	0.0293454729312539	1813/2903/2913	3	KEGG
hsa04082	Neuroactive ligand signaling	5/44	197/8265	0.0253807106598985	4.76753576372866	3.91531510887356	0.00373325294370581	0.0536954369719395	0.0436757142833958	1813/2903/108/2913/1136	5	KEGG
hsa05202	Transcriptional misregulation in cancer	5/44	201/8265	0.0248756218905473	4.67265943012212	3.85622703604901	0.00406783613423784	0.0536954369719395	0.0436757142833958	64919/958/5079/2119/4208	5	KEGG
hsa04964	Proximal tubule bicarbonate reclamation	2/44	22/8265	0.0909090909090909	17.0764462809917	5.52354520382102	0.0059801426603327	0.0717617119239924	0.0583707704644914	483/481	2	KEGG
hsa04918	Thyroid hormone synthesis	3/44	74/8265	0.0405405405405405	7.61517199017199	4.18165024417211	0.0070145702728363	0.0767879182956013	0.0624590722978576	108/483/481	3	KEGG
hsa04820	Cytoskeleton in muscle cells	5/44	233/8265	0.0214592274678112	4.03092079594226	3.43320602919666	0.00756244649880922	0.0767879182956013	0.0624590722978576	288/23345/6641/483/481	5	KEGG
hsa04261	Adrenergic signaling in cardiomyocytes	4/44	154/8265	0.025974025974026	4.87898465171193	3.55467900647175	0.00882335116486647	0.0786273613013049	0.0639552699579992	775/108/483/481	4	KEGG
hsa01040	Biosynthesis of unsaturated fatty acids	2/44	27/8265	0.0740740740740741	13.9141414141414	4.91694889519892	0.00893492742060283	0.0786273613013049	0.0639552699579992	9415/3992	2	KEGG
hsa04260	Cardiac muscle contraction	3/44	83/8265	0.036144578313253	6.789430449069	3.87796886492713	0.00961824618547041	0.0793505310301309	0.0645434941393409	775/483/481	3	KEGG
hsa04970	Salivary secretion	3/44	93/8265	0.032258064516129	6.05938416422287	3.58950134812121	0.0130937460840916	0.101669087241181	0.0826973436889993	108/483/481	3	KEGG
hsa04713	Circadian entrainment	3/44	97/8265	0.0309278350515464	5.80951265229616	3.48568584297318	0.014660190689582	0.107508065056935	0.0874467514817173	775/2903/108	3	KEGG
hsa04972	Pancreatic secretion	3/44	101/8265	0.0297029702970297	5.57943294329433	3.38750590775695	0.0163288513552245	0.113442546257349	0.0922738414533462	108/483/481	3	KEGG
hsa04960	Aldosterone-regulated sodium reabsorption	2/44	38/8265	0.0526315789473684	9.88636363636364	4.01656037044451	0.0172460558235668	0.113774344321838	0.0925437250464707	483/481	2	KEGG
hsa05414	Dilated cardiomyopathy	3/44	105/8265	0.0285714285714286	5.36688311688312	3.29443016911171	0.0181004638693832	0.113774344321838	0.0925437250464707	775/108/6641	3	KEGG
hsa04725	Cholinergic synapse	3/44	115/8265	0.0260869565217391	4.9001976284585	3.08117168441277	0.0229831174267854	0.137898704560713	0.112166410408235	775/108/1136	3	KEGG
hsa04973	Carbohydrate digestion and absorption	2/44	48/8265	0.0416666666666667	7.82670454545455	3.47003816136396	0.0267613139158197	0.153586671169052	0.124926957410234	483/481	2	KEGG
hsa04961	Endocrine and other factor-regulated calcium reabsorption	2/44	52/8265	0.0384615384615385	7.22465034965035	3.29400982433787	0.0310414524496454	0.169740857594792	0.138066726273276	483/481	2	KEGG
hsa04728	Dopaminergic synapse	3/44	131/8265	0.0229007633587786	4.30170020818876	2.78663680802465	0.0321478896959834	0.169740857594792	0.138066726273276	1813/775/2903	3	KEGG
hsa01212	Fatty acid metabolism	2/44	57/8265	0.0350877192982456	6.59090909090909	3.09856315919384	0.0367445952418502	0.186549483535547	0.151738814359057	9415/3992	2	KEGG
hsa04978	Mineral absorption	2/44	59/8265	0.0338983050847458	6.36748844375963	3.02684746714149	0.0391308356104374	0.191306307428805	0.15560800125788	483/481	2	KEGG
hsa04927	Cortisol synthesis and secretion	2/44	65/8265	0.0307692307692308	5.77972027972028	2.83016269388649	0.0466305790118833	0.21408966265649	0.174139916993318	775/108	2	KEGG
hsa04921	Oxytocin signaling pathway	3/44	154/8265	0.0194805194805195	3.65923848878394	2.43691070680317	0.0482016120219226	0.21408966265649	0.174139916993318	775/108/4208	3	KEGG
hsa04720	Long-term potentiation	2/44	67/8265	0.0298507462686567	5.60719131614654	2.76999419993466	0.0492394592949044	0.21408966265649	0.174139916993318	775/2903	2	KEGG
hsa05416	Viral myocarditis	2/44	68/8265	0.0294117647058824	5.52473262032086	2.74081093151295	0.0505635533324875	0.21408966265649	0.174139916993318	958/6641	2	KEGG
hsa05031	Amphetamine addiction	2/44	69/8265	0.0289855072463768	5.44466403162055	2.712199786827	0.0519005242803613	0.21408966265649	0.174139916993318	775/2903	2	KEGG
hsa04360	Axon guidance	3/44	182/8265	0.0164835164835165	3.09627872127872	2.09198034068755	0.072113839378659	0.288295314147698	0.234498580885687	2242/25791/57556	3	KEGG
hsa04742	Taste transduction	2/44	85/8265	0.0235294117647059	4.41978609625668	2.31841363179064	0.0749106273445178	0.288295314147698	0.234498580885687	6326/775	2	KEGG
hsa05412	Arrhythmogenic right ventricular cardiomyopathy	2/44	86/8265	0.0232558139534884	4.3683932346723	2.29710621237635	0.0764419393573441	0.288295314147698	0.234498580885687	775/6641	2	KEGG
hsa04540	Gap junction	2/44	89/8265	0.0224719101123595	4.22114402451481	2.23508412460243	0.0810956547860687	0.289314227885434	0.235327362394851	1813/108	2	KEGG
hsa04727	GABAergic synapse	2/44	89/8265	0.0224719101123595	4.22114402451481	2.23508412460243	0.0810956547860687	0.289314227885434	0.235327362394851	775/108	2	KEGG
hsa05207	Chemical carcinogenesis - receptor activation	3/44	196/8265	0.0153061224489796	2.8751159554731	1.94359366844831	0.085739941171722	0.290521976685682	0.236309741801751	775/108/1136	3	KEGG
hsa04912	GnRH signaling pathway	2/44	92/8265	0.0217391304347826	4.08349802371542	2.17573504479108	0.0858360385662242	0.290521976685682	0.236309741801751	775/108	2	KEGG
hsa05410	Hypertrophic cardiomyopathy	2/44	99/8265	0.0202020202020202	3.79476584022039	2.04652712031795	0.0972129246560837	0.31848831678396	0.259057482551547	775/6641	2	KEGG
