score,target.id,target.approvedSymbol,target.biotype,gwas_credible_sets,clingen,geneburden,GWAS.id,L2G,GCST009600,GCST012091,GCST010641,GCST010416,GCST012088,GCST011102,GCST008103,GCST90020094,GCST003962,GCST001358,GCST012464,GCST012465,GCST90454587,GCST90454586,GCST002295_2,GCST007255,GCST008115,GCST001877,GCST000220,GCST006865,GCST002385,GCST009371,GCST90454588,GCST90446210,GCST002254,GCST90101737,GCST90479686,GCST90479737,GCST011767,GCST90446212,GCST90446211,GCST004139,GCST90479577,GCST90446209,GCST90446213,GCST002306,GCST90479698,GWAS.count,name,NCBI.id,list.name,list.count,N.PPI,degree
0.314946205019504,ENSG00000175161,CADM2,protein_coding,0.51806259241485,NA,NA,GCST012464,0.852173626422882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8521736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,CADM2,253559,GWAS,1,48,1
0.314885186468257,ENSG00000054282,SDCCAG8,protein_coding,0.516442394537347,NA,NA,GCST002254,0.84950852394104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8495085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,SDCCAG8,10806,GWAS,1,90,1
0.31472699766508,ENSG00000168672,LRATD2,protein_coding,0.517702012961916,NA,NA,GCST90446209,0.851580500602722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8515805,NA,NA,NA,1,LRATD2,157638,GWAS,1,17,0
0.314563016201273,ENSG00000104626,ERI1,protein_coding,0.517432275905576,NA,NA,GCST90479686,0.851136803627014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8511368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,ERI1,90459,GWAS,1,110,0
0.314204129907882,ENSG00000148842,CNNM2,protein_coding,0.516841935204297,NA,NA,GCST001877/GCST012088,0.676151752471924/0.647039353847504,NA,NA,NA,NA,0.6470394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6761518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,CNNM2,54805,GWAS,1,59,1
0.311767400993224,ENSG00000108924,HLF,protein_coding,0.51283370116807,NA,NA,GCST011102,0.843572497367859,NA,NA,NA,NA,NA,0.8435725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,HLF,3131,GWAS,1,56,0
0.311746098514601,ENSG00000188641,DPYD,protein_coding,0.512190729410686,NA,NA,GCST009600/GCST001877,0.674011886119843/0.674011886119843,0.6740119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6740119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,DPYD,1806,GWAS,1,150,4
0.311640168119104,ENSG00000152092,ASTN1,protein_coding,0.512016481953718,NA,NA,GCST010416,0.673782587051392,NA,NA,NA,0.6737826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,ASTN1,460,GWAS,1,29,0
0.311338524701064,ENSG00000079691,CARMIL1,protein_coding,0.512128232233373,NA,NA,GCST010641,0.842412054538727,NA,NA,0.8424121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,CARMIL1,55604,GWAS,1,56,0
0.311198620580076,ENSG00000205133,TRIQK,protein_coding,0.511898100577702,NA,NA,GCST90479577,0.842033505439758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8420335,NA,NA,NA,NA,1,TRIQK,286144,GWAS,1,8,0
0.310760910788858,ENSG00000112249,ASCC3,protein_coding,0.511178101207809,NA,NA,GCST010416,0.840849161148071,NA,NA,NA,0.8408492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,ASCC3,10973,GWAS,1,180,0
0.310748442558267,ENSG00000134532,SOX5,protein_coding,0.51115759191524,NA,NA,GCST010416,0.840815424919128,NA,NA,NA,0.8408154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,SOX5,6660,GWAS,1,93,3
0.308984033795092,ENSG00000081189,MEF2C,protein_coding,0.507191394581026,NA,NA,GCST010416,0.784803509712219,NA,NA,NA,0.7848035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,MEF2C,4208,GWAS,1,271,7
0.308335487480226,ENSG00000101040,ZMYND8,protein_coding,0.507188464035025,NA,NA,GCST010416,0.834286510944366,NA,NA,NA,0.8342865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,ZMYND8,23613,GWAS,1,63,0
0.306811037018138,ENSG00000248713,C4orf54,protein_coding,0.504680858781143,NA,NA,GCST90479737,0.830161690711975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8301617,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,C4orf54,285556,GWAS,1,NA,0
0.305674599654315,ENSG00000101445,PPP1R16B,protein_coding,0.502811505610868,NA,NA,GCST009600,0.827086746692657,0.8270867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,PPP1R16B,26051,GWAS,1,35,0
0.305552582818202,ENSG00000106460,TMEM106B,protein_coding,0.50261079718058,NA,NA,GCST010416,0.826756596565247,NA,NA,NA,0.8267566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,TMEM106B,54664,GWAS,1,34,0
