score,target.id,target.approvedSymbol,target.biotype,gwas_credible_sets,clingen,geneburden,GWAS.id,L2G,GCST006959,GCST005537,GCST90013534,GCST002318,GCST005529,GCST90132222,FINNGEN_R12_M13_RHEUMA,FINNGEN_R12_RHEUMA_SEROPOS_WIDE,GCST007278,GCST90131437,GCST90131438,GCST90480459,FINNGEN_R12_M13_PSORIARTH,GCST90476230,GCST90480500,GCST006048,GCST005568,GCST90476228,GCST90476191,FINNGEN_R12_RHEUMA_SEROPOS_STRICT,GCST90014459,GCST90255369,GCST90255368,GCST90255367,GCST90446530,GCST90014458,GCST90132226,GCST90132223,GCST90132224,GCST90474002,GCST90480501,GCST90480502,GCST011389,GCST90132225,GCST009877,GCST90132227,GCST000679,FINNGEN_R12_RHEUMA_OTHER_WIDE,FINNGEN_R12_RHEUMA_NOS,FINNGEN_R12_RHEUMA_SERONEG,GCST005569,GCST002323,GCST90131439,GCST90018910,GCST000420,GCST003620,GCST90044540,GCST90454274,GCST007843,GCST90436650,GCST90436651,GCST000070,GCST90479436,GCST90480693,GCST000040,GCST90302862,GCST90302861,GCST003097_2,GCST90129453,GCST000232,GCST90570209,GCST90038685,GCST008644,GCST90428109,GCST003270,GCST007043,GCST90014455,GCST000835,GCST90014454,GCST90018690,GCST90013684,GCST001149,FINNGEN_R12_M13_ANKYLOSPON,GCST000563,GCST001454,GCST001681,GCST90302863,GCST007844,FINNGEN_R12_M13_ANKYLOSPON_STRICT,GCST000122,GCST90428832,GCST000677,GCST002433,GCST002434,GCST90668066,GCST005826,GCST90668064,GCST90668065,GCST005567,GCST010730,GCST001042,FINNGEN_R12_FELTY,GCST90014439,GCST90014438,GCST90479433,GWAS.count,name,NCBI.id,list.name,list.count,N.PPI,degree
0.457422859810258,ENSG00000067182,TNFRSF1A,protein_coding,0.732939891028146,NA,NA,GCST005529/GCST005537,0.965365588665009/0.961059510707855,NA,0.9610595,NA,NA,0.9653656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,TNFRSF1A,7132,GWAS,1,427,37
0.456671348469216,ENSG00000159110,IFNAR2,protein_coding,0.750314954835935,NA,NA,GCST90255367/GCST90255368/GCST90255369,0.907765865325928/0.907765865325928/0.895534157752991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8955342,0.9077659,0.9077659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,IFNAR2,3455,GWAS,1,161,11
0.454272715047901,ENSG00000115267,IFIH1,protein_coding,0.727861419377959,NA,NA,FINNGEN_R12_M13_PSORIARTH/GCST005537/GCST90476191/GCST90480459,0.870476067066193/0.796544373035431/0.776319086551666/0.662510871887207,NA,0.7965444,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6625109,0.8704761,NA,NA,NA,NA,NA,0.7763191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,IFIH1,64135,GWAS,1,384,22
0.453393787800836,ENSG00000198369,SPRED2,protein_coding,0.745798353335749,NA,NA,GCST90132222/GCST90132225/GCST90132223/GCST90013534/GCST005568/GCST002318/GCST006959/GCST90132226/GCST006048,0.800837218761444/0.800281763076782/0.797313272953033/0.774815201759338/0.774815201759338/0.774815201759338/0.770549654960632/0.764126420021057/0.702873945236206,0.7705497,NA,0.7748152,0.7748152,NA,0.8008372,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7028739,0.7748152,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7641264,0.7973133,NA,NA,NA,NA,NA,0.8002818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,SPRED2,200734,GWAS,1,88,1
0.452612747166285,ENSG00000124507,PACSIN1,protein_coding,0.744513600798752,NA,NA,FINNGEN_R12_RHEUMA_SEROPOS_WIDE/FINNGEN_R12_RHEUMA_SEROPOS_STRICT/FINNGEN_R12_RHEUMA_SEROPOS_WIDE/FINNGEN_R12_RHEUMA_SEROPOS_STRICT/GCST90018690,0.832155108451843/0.832155108451843/0.7553391456604/0.7553391456604/0.623854100704193,NA,NA,NA,NA,NA,NA,NA,0.7553391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7553391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6238541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,PACSIN1,29993,GWAS,1,65,1
0.450969493271818,ENSG00000119919,NKX2-3,protein_coding,0.734135446599872,NA,NA,GCST005537/GCST90302862/GCST003097_2/GCST005529,0.862370729446411/0.834795653820038/0.82168060541153/0.723673224449158,NA,0.8623707,NA,NA,0.7236732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8347957,NA,0.8216806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NKX2-3,159296,GWAS,1,17,8
0.449831909844213,ENSG00000116793,PHTF1,protein_coding,0.739939334561546,NA,NA,GCST90668065/GCST90668064/GCST90013534/GCST90668066,0.814961075782776/0.814961075782776/0.814961075782776/0.814961075782776,NA,NA,0.8149611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8149611,NA,0.8149611,0.8149611,NA,NA,NA,NA,NA,NA,NA,1,PHTF1,10745,GWAS,1,23,3
0.448936385871357,ENSG00000096395,MLN,protein_coding,0.738466265626111,NA,NA,GCST002318/GCST005569/GCST90018690/GCST90038685/GCST90018690/GCST90132224/GCST90132227,0.833405017852783/0.761523723602295/0.745170474052429/0.730365395545959/0.503288149833679/0.501408576965332/0.501408576965332,NA,NA,NA,0.833405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5014086,NA,NA,NA,NA,NA,NA,0.5014086,NA,NA,NA,NA,0.7615237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7303654,NA,NA,NA,NA,NA,NA,NA,0.5032881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,MLN,4295,GWAS,1,104,0
0.448420596091801,ENSG00000150637,CD226,protein_coding,0.731850762640583,NA,NA,GCST90302863/GCST90132222/GCST90480459,0.899956107139587/0.853379786014557/0.814840912818909,NA,NA,NA,NA,NA,0.8533798,NA,NA,NA,NA,NA,0.8148409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8999561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,CD226,10666,GWAS,1,222,14
0.442930350109485,ENSG00000007171,NOS2,protein_coding,0.682535210177582,NA,NA,GCST90476191/FINNGEN_R12_M13_PSORIARTH/GCST90480459/GCST005529,0.799891233444214/0.799891233444214/0.775641024112701/0.586755454540253,NA,NA,NA,NA,0.5867555,NA,NA,NA,NA,NA,NA,0.775641,0.7998912,NA,NA,NA,NA,NA,0.7998912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NOS2,4843,GWAS,1,213,13
0.441530297215212,ENSG00000116824,CD2,protein_coding,0.693351043067408,NA,NA,GCST90132223/GCST90132226/GCST90480502/GCST90132222/GCST90132225,0.766796767711639/0.766796767711639/0.751295149326324/0.735613822937012/0.735613822937012,NA,NA,NA,NA,NA,0.7356138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7667968,0.7667968,NA,NA,NA,0.7512951,NA,0.7356138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,CD2,914,GWAS,1,326,26
0.440494310704694,ENSG00000128815,WDFY4,protein_coding,0.724579693009904,NA,NA,GCST90132224/GCST90132222/GCST90013534/GCST90132225,0.909875571727753/0.667746961116791/0.667746961116791/0.65395450592041,NA,NA,0.667747,NA,NA,0.667747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9098756,NA,NA,NA,NA,0.6539545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,WDFY4,57705,GWAS,1,67,10
0.440282162317098,ENSG00000137414,FAM8A1,protein_coding,0.724230725021393,NA,NA,GCST90480459/GCST90476191,0.953043639659882/0.953043639659882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9530436,NA,NA,NA,NA,NA,NA,0.9530436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FAM8A1,51439,GWAS,1,46,0
0.434845238462923,ENSG00000169194,IL13,protein_coding,0.698753029150123,NA,NA,FINNGEN_R12_M13_PSORIARTH/GCST90480459,0.924614012241364/0.899126648902893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8991266,0.924614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,IL13,3596,GWAS,1,463,35
0.434603965012249,ENSG00000116701,NCF2,protein_coding,0.713141484600331,NA,NA,GCST007278/GCST008644,0.938450872898102/0.938450872898102,NA,NA,NA,NA,NA,NA,NA,NA,0.9384509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9384509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NCF2,4688,GWAS,1,159,7
0.431090384743192,ENSG00000135605,TEC,protein_coding,0.671115274021773,NA,NA,GCST90132225/GCST90132223/GCST90132222/GCST90132226,0.782088816165924/0.768490016460419/0.749336779117584/0.743403255939484,NA,NA,NA,NA,NA,0.7493368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7434033,0.76849,NA,NA,NA,NA,NA,0.7820888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,TEC,7006,GWAS,1,36,1
0.430379155363057,ENSG00000160224,AIRE,protein_coding,0.693302732420206,NA,NA,GCST90132227/GCST90132224/GCST90132222/GCST90132225/GCST001042,0.780655026435852/0.780655026435852/0.684698462486267/0.684698462486267/0.684698462486267,NA,NA,NA,NA,NA,0.6846985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.780655,NA,NA,NA,NA,0.6846985,NA,0.780655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6846985,NA,NA,NA,NA,2,AIRE,326,GWAS,1,123,7
0.430224349674099,ENSG00000178623,GPR35,protein_coding,0.702898931913379,NA,NA,GCST005537/GCST005529,0.928868234157562/0.909388542175293,NA,0.9288682,NA,NA,0.9093885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,GPR35,2859,GWAS,1,30,1
0.428896234485908,ENSG00000057663,ATG5,protein_coding,0.703753937264768,NA,NA,GCST90132226/GCST90132222/GCST90132225/GCST90013534/GCST90480502,0.797309517860413/0.791795432567596/0.791221261024475/0.782740354537964/0.63821667432785,NA,NA,0.7827404,NA,NA,0.7917954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7973095,NA,NA,NA,NA,0.6382167,NA,0.7912213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,ATG5,9474,GWAS,1,318,8
0.428242393971467,ENSG00000124608,AARS2,protein_coding,0.704426220309785,NA,NA,GCST90132227/GCST90018690/GCST90132224/GCST90018690,0.786396384239197/0.767239809036255/0.766544818878174/0.636507451534271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7665448,NA,NA,NA,NA,NA,NA,0.7863964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6365075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,AARS2,57505,GWAS,1,159,1
0.428081876504685,ENSG00000120659,TNFSF11,protein_coding,0.572128124364587,NA,NA,GCST90132226/GCST90255367/GCST90428109,0.695806920528412/0.680140793323517/0.677386820316315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6801408,NA,NA,0.6958069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6773868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,TNFSF11,8600,GWAS,1,358,22
0.426608943639017,ENSG00000167207,NOD2,protein_coding,0.680171193373781,NA,NA,GCST005537/GCST90302862,0.898049533367157/0.883121728897095,NA,0.8980495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8831217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NOD2,64127,GWAS,1,288,29
0.425128904334712,ENSG00000026297,RNASET2,protein_coding,0.697072459911262,NA,NA,GCST90018690/GCST90132224/GCST90132227,0.853819608688354/0.811855018138885/0.808631122112274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.811855,NA,NA,NA,NA,NA,NA,0.8086311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8538196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,RNASET2,8635,GWAS,1,43,3
0.425092824015442,ENSG00000183621,ZNF438,protein_coding,0.697725589894711,NA,NA,GCST90018910/GCST90132222/GCST90131438/GCST90131438/GCST90131437/GCST90132225,0.847731947898865/0.556827306747437/0.554514169692993/0.554514169692993/0.554514169692993/0.552666187286377,NA,NA,NA,NA,NA,0.5568273,NA,NA,NA,0.5545142,0.5545142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5526662,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8477319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,ZNF438,220929,GWAS,1,14,0
0.423172217444864,ENSG00000163362,INAVA,protein_coding,0.694052116646113,NA,NA,GCST005537/GCST005529,0.929239392280579/0.654788076877594,NA,0.9292394,NA,NA,0.6547881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,INAVA,55765,GWAS,1,17,0
0.420106995459183,ENSG00000100906,NFKBIA,protein_coding,0.675839079399558,NA,NA,FINNGEN_R12_M13_PSORIARTH/GCST011389,0.880519509315491/0.853301763534546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8805195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8533018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NFKBIA,4792,GWAS,1,500,30
0.419222163492251,ENSG00000020633,RUNX3,protein_coding,0.679623684794051,NA,NA,GCST005529/GCST005537/GCST001149,0.788759112358093/0.783439636230469/0.740183770656586,NA,0.7834396,NA,NA,0.7887591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7401838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,RUNX3,864,GWAS,1,262,18
0.418980292404131,ENSG00000203963,C1orf141,protein_coding,0.689190766531619,NA,NA,GCST003270/GCST90480459,0.863065361976624/0.85815954208374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8581595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8630654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,C1orf141,400757,GWAS,1,9,1
0.418760887888936,ENSG00000140030,GPR65,protein_coding,0.683145557152244,NA,NA,GCST005529/GCST005537,0.898978054523468/0.898978054523468,NA,0.8989781,NA,NA,0.8989781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,GPR65,8477,GWAS,1,56,2
0.416142050689034,ENSG00000166428,PLD4,protein_coding,0.667836653772832,NA,NA,GCST001454/GCST90013534/GCST011389/GCST90132224/GCST90132225/GCST90132227/GCST90132222,0.743278563022614/0.741525888442993/0.732266247272491/0.605519771575928/0.582299053668976/0.569901049137115/0.565954923629761,NA,NA,0.7415259,NA,NA,0.5659549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6055198,NA,NA,NA,0.7322662,0.5822991,NA,0.569901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7432786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,PLD4,122618,GWAS,1,79,0
0.414773907645916,ENSG00000182095,TNRC18,protein_coding,0.679814529367848,NA,NA,FINNGEN_R12_M13_ANKYLOSPON_STRICT/FINNGEN_R12_M13_PSORIARTH/FINNGEN_R12_M13_ANKYLOSPON,0.823371529579163/0.823371529579163/0.801259815692902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8233715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8012598,NA,NA,NA,NA,NA,0.8233715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,TNRC18,84629,GWAS,1,19,0
